DAE51
 0.9999989     0.0000000
 0.9891628     0.0020492
 0.9758131     0.0045569
 0.9574386     0.0080503
 0.9315844     0.0130679
 0.9016331     0.0190258
 0.8707907     0.0252402
 0.8399642     0.0314402
 0.8092960     0.0375106
 0.7787929     0.0433845
 0.7484510     0.0490190
 0.7182685     0.0543309
 0.6882515     0.0592644
 0.6583756     0.0638064
 0.6285814     0.0679300
 0.5987796     0.0716211
 0.5689252     0.0748828
 0.5389922     0.0777421
 0.5089867     0.0801839
 0.4789286     0.0821874
 0.4488461     0.0837264
 0.4187881     0.0847729
 0.3887735     0.0852971
 0.3588185     0.0852739
 0.3289602     0.0846733
 0.2992335     0.0834684
 0.2696744     0.0816350
 0.2403360     0.0791413
 0.2113084     0.0759504
 0.1826906     0.0720171
 0.1546284     0.0672876
 0.1273393     0.0617090
 0.1011351     0.0552373
 0.0764528     0.0478596
 0.0540182     0.0396974
 0.0348482     0.0311026
 0.0200350     0.0227508
 0.0100356     0.0154163
 0.0041977     0.0095667
-0.0000000     0.0000000
 0.0001209    -0.0014655
 0.0010059    -0.0040745
 0.0027994    -0.0064082
 0.0060276    -0.0085043
 0.0119707    -0.0105784
 0.0227109    -0.0126768
 0.0403478    -0.0144716
 0.0642489    -0.0155905
 0.0918983    -0.0159953
 0.1213211    -0.0158345
 0.1515755    -0.0152807
 0.1822456    -0.0144429
 0.2131625    -0.0133910
 0.2442522    -0.0121835
 0.2754749    -0.0108664
 0.3068073    -0.0094745
 0.3382378    -0.0080421
 0.3697313    -0.0066081
 0.4011888    -0.0051897
 0.4326003    -0.0038050
 0.4639779    -0.0024679
 0.4953255    -0.0011854
 0.5266433     0.0000315
 0.5579281     0.0011718
 0.5891789     0.0022255
 0.6203859     0.0031795
 0.6515420     0.0040160
 0.6826422     0.0047178
 0.7136876     0.0052640
 0.7446833     0.0056355
 0.7756370     0.0058194
 0.8065390     0.0058078
 0.8373663     0.0055835
 0.8681277     0.0051125
 0.8989795     0.0043543
 0.9298635     0.0033016
 0.9565687     0.0021709
 0.9753906     0.0012528
 0.9889814     0.0005538
 0.9999989     0.0000000
